A,17,pez-clj-bitset,2747
A,17,pez-clj-boolean-array,9240
A,17,pez-clj-bitset,2756
A,17,pez-clj-boolean-array,9297
A,17,pez-clj-bitset,2701
A,17,pez-clj-boolean-array,9106
A,17,pez-clj-bitset,2696
A,17,pez-clj-boolean-array,9237
A,17,pez-clj-bitset,2696
A,17,pez-clj-boolean-array,9308
A,17,pez-clj-bitset,5866
A,17,pez-clj-boolean-array,9257
A,17,pez-clj-bitset,2710
A,17,pez-clj-boolean-array,8689
A,17,pez-clj-bitset,2692
A,17,pez-clj-boolean-array,9185
A,17,pez-clj-bitset,2692
A,17,pez-clj-boolean-array,9285
A,17,pez-clj-bitset,5855
A,17,pez-clj-boolean-array,9042
A,17,pez-clj-bitset,2701
A,17,pez-clj-boolean-array,9000
A,17,pez-clj-bitset,2692
A,17,pez-clj-boolean-array,9091
A,17,pez-clj-bitset,2706
A,17,pez-clj-boolean-array,9278
A,17,pez-clj-bitset,2707
A,17,pez-clj-boolean-array,9079
A,17,pez-clj-bitset,2702
A,17,pez-clj-boolean-array,9148
A,17,pez-clj-bitset,2680
A,17,pez-clj-boolean-array,9206
A,17,pez-clj-bitset,2711
A,17,pez-clj-boolean-array,9121
A,17,pez-clj-bitset,5658
A,17,pez-clj-boolean-array,9199
A,17,pez-clj-bitset,2668
A,17,pez-clj-boolean-array,9011
A,17,pez-clj-bitset,5821
A,17,pez-clj-boolean-array,9059
A,17,pez-clj-bitset,2704
A,17,pez-clj-boolean-array,9181
A,17,pez-clj-bitset,2705
A,17,pez-clj-boolean-array,9048
A,17,pez-clj-bitset,5777
A,17,pez-clj-boolean-array,9257
A,17,pez-clj-bitset,2713
A,17,pez-clj-boolean-array,8949
A,17,pez-clj-bitset,2701
A,17,pez-clj-boolean-array,9203
A,17,pez-clj-bitset,2688
A,17,pez-clj-boolean-array,8998
A,17,pez-clj-bitset,2702
A,17,pez-clj-boolean-array,9086
A,17,pez-clj-bitset,2701
A,17,pez-clj-boolean-array,9096
A,17,pez-clj-bitset,2714
A,17,pez-clj-boolean-array,9073
A,17,pez-clj-bitset,5758
A,17,pez-clj-boolean-array,9106
A,17,pez-clj-bitset,5799
A,17,pez-clj-boolean-array,8925
A,17,pez-clj-bitset,2722
A,17,pez-clj-boolean-array,9065
A,17,pez-clj-bitset,5851
A,17,pez-clj-boolean-array,9110
A,17,pez-clj-bitset,2696
A,17,pez-clj-boolean-array,9156
A,17,pez-clj-bitset,2680
A,17,pez-clj-boolean-array,9181
A,17,pez-clj-bitset,2708
A,17,pez-clj-boolean-array,9241
A,17,pez-clj-bitset,2697
A,17,pez-clj-boolean-array,9193
A,17,pez-clj-bitset,5754
A,17,pez-clj-boolean-array,9123
A,17,pez-clj-bitset,2715
A,17,pez-clj-boolean-array,8997
A,17,pez-clj-bitset,2690
A,17,pez-clj-boolean-array,8980
A,17,pez-clj-bitset,2710
A,17,pez-clj-boolean-array,9175
